13.8142 	INFO 	Loaded monitor calibration from ['2025_11_14 19:36']
14.0473 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37d90>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37d60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37850>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fc7bbc97850>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.0473 	EXP 	window1: backgroundImage = ''
14.0473 	EXP 	window1: backgroundFit = 'none'
14.0476 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0478 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0504 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0513 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0931 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0933 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0942 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.0951 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7fc7bbe37ee0>
14.1101 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.1101 	EXP 	window1: recordFrameIntervals = False
14.3273 	EXP 	window1: recordFrameIntervals = True
14.5112 	EXP 	Screen (0) actual frame rate measured at 59.71Hz
14.5112 	EXP 	window1: recordFrameIntervals = False
14.5123 	EXP 	window1: mouseVisible = False
15.9574 	INFO 	keyboard.Keyboard is using ptb backend.
16.1868 	INFO 	keyboard.Keyboard is using ptb backend.
16.4179 	INFO 	keyboard.Keyboard is using ptb backend.
16.6478 	INFO 	keyboard.Keyboard is using ptb backend.
16.8773 	INFO 	keyboard.Keyboard is using ptb backend.
17.0965 	INFO 	keyboard.Keyboard is using ptb backend.
17.3134 	INFO 	keyboard.Keyboard is using ptb backend.
17.5292 	INFO 	keyboard.Keyboard is using ptb backend.
17.7448 	INFO 	keyboard.Keyboard is using ptb backend.
17.9607 	INFO 	keyboard.Keyboard is using ptb backend.
18.1748 	INFO 	keyboard.Keyboard is using ptb backend.
18.3904 	INFO 	keyboard.Keyboard is using ptb backend.
18.6080 	INFO 	keyboard.Keyboard is using ptb backend.
18.8239 	INFO 	keyboard.Keyboard is using ptb backend.
19.0398 	INFO 	keyboard.Keyboard is using ptb backend.
19.2585 	INFO 	keyboard.Keyboard is using ptb backend.
19.4721 	INFO 	keyboard.Keyboard is using ptb backend.
19.6884 	INFO 	keyboard.Keyboard is using ptb backend.
19.9060 	INFO 	keyboard.Keyboard is using ptb backend.
19.9060 	EXP 	Full_PT: status = STARTED
19.9066 	EXP 	window1: mouseVisible = False
19.9580 	EXP 	Created text_hi = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_hi', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.9582 	EXP 	window1: mouseVisible = False
19.9824 	EXP 	Created text_Explain_PAL = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_Explain_PAL', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.9826 	EXP 	window1: mouseVisible = False
19.9920 	EXP 	Created text_explain_rate = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_explain_rate', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.9922 	EXP 	window1: mouseVisible = False
19.9958 	EXP 	Created cross_25 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cross_25', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
19.9959 	EXP 	window1: mouseVisible = False
19.9975 	EXP 	Created image_blank = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image_blank', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
19.9976 	EXP 	window1: mouseVisible = False
20.0072 	EXP 	Created image_ex_scene = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_ex_scene', opacity=1, ori=0.0, pos=array([-200.,    0.]), size=array([1., 1.]), texRes=128.0, units='pix', win=Window(...))
20.0074 	EXP 	window1: mouseVisible = False
20.0121 	EXP 	Created image_ex_object = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_ex_object', opacity=1, ori=0.0, pos=array([300.,   0.]), size=array([1., 1.]), texRes=128.0, units='pix', win=Window(...))
20.0297 	EXP 	window1: mouseVisible = False
20.0325 	EXP 	window1: mouseVisible = False
20.0326 	EXP 	window1: mouseVisible = False
20.0335 	EXP 	window1: mouseVisible = False
20.0343 	EXP 	window1: mouseVisible = False
20.0565 	EXP 	window1: mouseVisible = False
20.0567 	EXP 	window1: mouseVisible = False
20.0575 	EXP 	window1: mouseVisible = False
20.0583 	EXP 	window1: mouseVisible = False
20.0723 	EXP 	window1: mouseVisible = False
20.0724 	EXP 	window1: mouseVisible = False
20.0733 	EXP 	window1: mouseVisible = False
20.0741 	EXP 	window1: mouseVisible = False
20.0875 	EXP 	window1: mouseVisible = False
20.0876 	EXP 	window1: mouseVisible = False
20.0885 	EXP 	window1: mouseVisible = False
20.0893 	EXP 	window1: mouseVisible = False
20.0948 	EXP 	window1: mouseVisible = False
20.0949 	EXP 	window1: mouseVisible = False
20.0958 	EXP 	window1: mouseVisible = False
20.0966 	EXP 	window1: mouseVisible = False
20.1063 	EXP 	window1: mouseVisible = False
20.1065 	EXP 	window1: mouseVisible = False
20.1074 	EXP 	window1: mouseVisible = False
20.1082 	EXP 	window1: mouseVisible = False
20.1139 	EXP 	window1: mouseVisible = False
20.1158 	EXP 	window1: mouseVisible = False
20.1357 	EXP 	Created slider_example = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=1.0, labelColor=None, labelHeight=0.04, labelWrapWidth=None, labels=list(...), lineColor=None, markerColor=None, name='slider_example', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([0.8 , 0.04]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3]), units='height', win=Window(...))
20.1359 	EXP 	window1: mouseVisible = False
20.1435 	EXP 	Created text_example = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_example', opacity=1, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.1436 	EXP 	window1: mouseVisible = False
20.1468 	EXP 	Created text_end_ex = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_end_ex', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Exemplo concluído.\n\n', units='height', win=Window(...), wrapWidth=1)
20.1469 	EXP 	window1: mouseVisible = False
20.1561 	EXP 	Created text_start_PAL = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_start_PAL', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.1563 	EXP 	window1: mouseVisible = False
20.1585 	EXP 	Created cross_25 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='cross_25', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
20.1586 	EXP 	window1: mouseVisible = False
20.1601 	EXP 	Created image_blank = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='image_blank', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
20.1602 	EXP 	window1: mouseVisible = False
20.1653 	EXP 	Created image_scene_encode = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_scene_encode', opacity=1, ori=0.0, pos=array([-200.,    0.]), size=array([1., 1.]), texRes=128.0, units='pix', win=Window(...))
20.1655 	EXP 	window1: mouseVisible = False
20.1702 	EXP 	Created image_object_encode = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image_object_encode', opacity=1, ori=0.0, pos=array([300.,   0.]), size=array([1., 1.]), texRes=128.0, units='pix', win=Window(...))
20.1704 	EXP 	window1: mouseVisible = False
20.1748 	EXP 	Created text_rating = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_rating', opacity=1, ori=0.0, pos=array([0.  , 0.35]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.1780 	EXP 	window1: mouseVisible = False
20.1806 	EXP 	window1: mouseVisible = False
20.1808 	EXP 	window1: mouseVisible = False
20.1816 	EXP 	window1: mouseVisible = False
20.1824 	EXP 	window1: mouseVisible = False
20.3275 	WARNING 	Font b'Ariel' was requested. No similar font found.
20.3527 	EXP 	window1: mouseVisible = False
20.3529 	EXP 	window1: mouseVisible = False
20.3537 	EXP 	window1: mouseVisible = False
20.3545 	EXP 	window1: mouseVisible = False
20.4859 	WARNING 	Font b'Ariel' was requested. No similar font found.
20.5011 	EXP 	window1: mouseVisible = False
20.5013 	EXP 	window1: mouseVisible = False
20.5021 	EXP 	window1: mouseVisible = False
